Name	Smiles
TURBINATINE	C=C[C@H]1[C@@H](/C(=C/O)C(=O)OC)C[C@H]2c3[nH]c4ccccc4c3CCN2[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
BETULONE	C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHAETOXANTHONE A	COc1cccc2oc3cc4c(c(O)c3c(=O)c12)[C@@H]1C[C@@H](O)C[C@](C)(O4)O1
ACEROSIDE VII	OC[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O[C@H](CCCCc2ccc(O)cc2)CCc2ccc(O)cc2)[C@@H]1O
ITRALAMIDE B	CC(CC(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C)C(Cl)Cl
WITHANGULATIN C	CO[C@H]1C[C@@](O)([C@@](C)(O)C2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@H]4O[C@]45[C@@H](O)CCC(=O)[C@]35C)[C@]12O
LESPEFLORIN C7	COc1cc2c(cc1C(=O)[C@@H](O)Cc1ccc(O)cc1)C=CC(C)(C)O2
PSEUDOPROTOTIMOSAPONIN AIII	CC1=C(CC[C@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12
PACHYCLAVULARIAENONE B	CC(=O)O[C@@H]1C/C=C(/C)C[C@H]2O[C@H]3[C@@H]4[C@H]2C(C)=CC(=O)[C@@H]4[C@@H](C)CO[C@]31C
1'-AMINEMETHYL-11-DEMETHYL-12-OXO-CALANOLIDE A	CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(CN)CC3=O
ALECTOSARMENTIN	Cc1cc(O)cc2oc3cc(O)c4c(c3c12)C(O)OC4=O
TRICOSANOIC ACID	CCCCCCCCCCCCCCCCCCCCCCC(=O)O
PRENYL CAFFEATE	CC(C)=CCOC(=O)/C=C/c1ccc(O)c(O)c1
AMINOMETHYL(METHYL)PHOSPHINIC ACID	CP(=O)(O)CN
TETRAPENTYLAMMONIUM	CCCCC[N+](CCCCC)(CCCCC)CCCCC
PENIFULVIN A	CC1(C)C[C@]2(C)CC(=O)O[C@H]3OC(=O)[C@@H]4CC[C@@H]1[C@]342
TETRABUTYLAMMONIUM TRIFLUOROTRIS(PERFLUOROETHYL)PHOSPHATE(V)	CCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
TAXCHININ B	CC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(C)=O)[C@]3(C(C)(C)O)C[C@H](OC(=O)/C=C/c4ccccc4)C(C)=C3[C@@H](OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@]12C
TRYPTAMINE ISOVALERATE	CC(C)CC(=O)NCCc1c[nH]c2ccccc12
OIDIOPERAZINE D	C=C1NC(=O)C(Cc2c[nH]c3ccccc23)(OC)N(OC)C1=O
CONIOIDINE A	C/C=C(\C)C(=O)OC(C)CC1CCCN1C(=O)CCCCCCCCC
(2-CHLOROPHENYL)(HYDROXY)METHYLPHOSPHONIC ACID	O=P(O)(O)C(O)c1ccccc1Cl
NAPHTHYRIDINE CARBAMATE DIMER	Cc1ccc2ccc(NC(=O)OCCCNCCCOC(=O)Nc3ccc4ccc(C)nc4n3)nc2n1
TETRAHYDROPIPLARTINE	COc1cc(CCC(=O)N2CCCCC2=O)cc(OC)c1OC
GLYCOZOLININE	Cc1ccc2[nH]c3ccc(O)cc3c2c1
AMEZEPINE	CNCCC1=Cc2ccccc2N(C)c2ccccc21
OBLONGOLIDE Z	CC(=O)[C@@]1(OCCc2ccccc2)OC[C@H]2C=C[C@H]3C[C@@H](C)CC[C@@H]3[C@]21C
6-(1-ADAMANTYLTHIO)-3-PHENYLPYRIDINE	c1ccc(-c2ccc(SC34CC5CC(CC(C5)C3)C4)nc2)cc1
ISOGLABRATEPHRIN	CC(=O)O[C@@H]1C(C)(C)OC(=O)[C@@]12COc1ccc3c(=O)cc(-c4ccccc4)oc3c12
CAPURIDE	CCC(C)C(CC)C(=O)NC(N)=O
PARANITROBENZYL ALCOHOL	O=[N+]([O-])c1ccc(CO)cc1
SCHISANTHEROL A	COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2O
CUDRAPHENONE A	CC(C)=CCc1c(O)cccc1C(=O)c1cc2c(cc1O)OC(C)(C)C=C2
STOLONIFERONE F	CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C=C[C@@H](O)C(=O)[C@]4(C)[C@H]3[C@H](O)C[C@@]21C
EXIPROBEN	CCCCCCOCC(O)COc1ccccc1C(=O)O
CURCUMADIONOL	CC(=O)CCc1ccc(C(C)(C)O)c(=O)cc1C
PAEONIFLORIN B	C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
PENUCURONIUM	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-]
ISOCORCOVADINE	CC(=O)OC(C)(C)CNC(=O)/C=C\C=C/c1ccc2c(c1)OCO2
OLEANOLIC ACID HEMIDIGLYCOLATE SODIUM SALT	CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)COCC(=O)[O-])C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.[Na+]
ESCULAMINE	Cc1cc(=O)oc2c(CN(CCO)CCO)c(O)c(O)cc12
MENADIONE SULFUROUS ACID	CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O
COMOSONE A	CC(C)=CCC1(CC=C(C)C)C[C@@H](O)C=CC1=O
PALONIDIPINE	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F
BONANNIOL A	CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)[C@H](O)[C@@H](c1ccc(O)cc1)O2
TAXUSPINE T	C=C1[C@@H](OC(=O)/C=C/c2ccccc2)C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@H](OC(C)=O)[C@H](O)[C@@]3(O)[C@]4(C)OC[C@@]3(C)[C@@H](CC4=O)[C@@H](OC(C)=O)[C@H]12
DOXORUBICIN OLEYLHYDRAZONE HYDROCHLORIDE	CCCCCCCC/C=C\CCCCCCCC(=O)N/N=C(\CO)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O.Cl
LYNAMICIN E	COC(=O)c1[nH]c(C(=O)OC)c(-c2c[nH]c3ccc(Cl)cc23)c1-c1c[nH]c2ccccc12
REL-EURYSPONGIN A	CC1=C[C@@H]2CC(C)(C)[C@H]1C[C@H](O)c1ccoc12
27-OXOMILBEMYCIN A4	CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C3\C(=O)O[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
SODIUM TRIFLUOROACETATE	O=C([O-])C(F)(F)F.[Na+]
ATORVASTATIN LACTONE	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1
XYLOCCENSIN V	COC(=O)C[C@H]1[C@@]2(C)[C@@]3(O)C[C@@]1(C)[C@@H](OC(C)=O)[C@@]3(OC(C)=O)[C@@H]1O[C@@]3(C)O[C@@]14C1=CC(=O)O[C@H](c5ccoc5)[C@@]1(C)[C@H](OC(C)=O)C[C@]42O3
MAHANINE	CC(C)=CCC[C@H]1C=Cc2c(c(C)cc3c2[nH]c2cc(O)ccc23)O1
HYOSCYAMINE HYDROBROMIDE	Br.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
METHYLECGONIDINE	COC(=O)C1=CC[C@@H]2CC[C@H]1N2C
BASTADIN 10	O=C1NCCc2cc(Br)c(O)c(c2)Oc2ccc(cc2Br)[C@H](O)CNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2ccc(cc2Br)C/C1=N\O
GRIFFONIN	N#C/C=C1/C=C[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
VATALBINOSIDE D	OC[C@H]1O[C@@H](Oc2ccc3c4c2O[C@@H](c2ccc(O)cc2)[C@@H]4c2cc(O)cc(O)c2[C@H](c2ccc(O)cc2)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]1O
CV-6209	CCCCCCCCCCCCCCCCCCNC(=O)OCC(COC(=O)N(Cc1cccc[n+]1CC)C(C)=O)OC.[Cl-]
(+/-)-HOMOEPIBATIDINE	Cl.Cl.Clc1ccc(C2CC3CCCC2N3)cn1
DIHYDROCINNACASSIDE	O=C(CCc1ccccc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
4',7-DIOCTYLOXY-5-HYDROXYGENISTEIN	CCCCCCCCOc1ccc(-c2coc3cc(OCCCCCCCC)cc(O)c3c2=O)cc1
MALYNGAMIDE I ACETATE	CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C/Cl)[C@]12O[C@H]1C[C@@H](OC(=O)O)[C@@H](C)C2=O)OC
VERATRINE	C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@]2(C[C@@]2(O)[C@@H]5CN6C[C@@H](C)CC[C@H]6[C@@](C)(O)[C@@]5(O)[C@@H](O)C[C@@]42O)O[C@]13O
PROPETANDROL	CCC(=O)O[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@]4(O)CC)[C@H]2CC1
EPICOCCIN E	O=C1C[C@H]2S[C@@]34C[C@@H]1[C@@H]([C@H]2O)N3C(=O)[C@@]12C[C@H]3C(=O)[C@@H](S1)[C@H](O)[C@H](O)[C@H]3N2C4=O
SPIROTRYPROSTATIN A	COc1ccc2c(c1)NC(=O)[C@@]21C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@H]1C=C(C)C
BACOSIDE A3	CC(C)=C[C@H]1C[C@](C)(O)[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](CO)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@@]34CO[C@@]2(C4)O1
LYSIDISIDE L	Oc1ccc(/C=C/c2cc(O)cc(O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
IOTROCHAMIDES A	CO/C(=C\c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
PALEIC ACID	CC[C@@H](O)CCCCC/C=C\CCCCCCCC(=O)O
HENRYIN	C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]1(COC(C)=O)[C@@H](O)CCC(C)(C)[C@H]1C[C@H]3O
AMINO(2-FLUOROPHENYL)METHYLPHOSPHONIC ACID	NC(c1ccccc1F)P(=O)(O)O
AKUAMMIGINE	COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]12
BETULONAL	C=C(C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
RITTERAZINE K	C[C@H]1[C@@]2(O)[C@H](C=C3[C@H]4CC[C@H]5Cc6nc7c(nc6C[C@]5(C)[C@H]4C[C@@H](O)[C@@]32C)C[C@@H]2CC[C@H]3C4=C[C@@H]5O[C@]6(CC[C@@](C)(O)CO6)[C@@H](C)[C@]5(O)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]2(C)C7)O[C@]12CC[C@](C)(O)CO2
COLUTEQUINONE A	COC1=C(OC)C(=O)C([C@@H]2COc3cc(OC)ccc3C2)=CC1=O
FLUBANILATE HYDROCHLORIDE	CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1.Cl
NALUZOTAN HYDROCHLORIDE	CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1.Cl
FLUOROFURANYLNORPROGESTERONE	C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1C[C@H]1O[C@@H](c3ccco3)O[C@]12C(=O)CF
RENIERAMYCIN M	C/C=C(/C)C(=O)OC[C@H]1C2=C(C[C@H]3[C@H]4C5=C(C[C@@H]([C@H](C#N)N31)N4C)C(=O)C(C)=C(OC)C5=O)C(=O)C(C)=C(OC)C2=O
GYMNOASCOLIDE A	O=C1OCC(Cc2ccccc2)=C1c1ccccc1
PENOCTONIUM	CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
TARAXERONE	CC1(C)CC[C@]2(C)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)CC[C@@]34C)[C@@H]2C1
CLAVIOLIDE	C=C1C(=O)O[C@H]2/C=C(\C)C[C@H](OC(C)=O)/C=C(\C)C[C@H](OC(C)=O)/C=C(\C)CC[C@H]12
NALTREXONEDIAZONIUM	CN(c1ccc([N+]#N)cc1)C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
BENZOXABORIN	OB1OCCc2ccccc21
EMAMECTIN BENZOATE	CC[C@H](C)C1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.O=C(O)c1ccccc1
MOXAPRINDINE	CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1OC
ANONAMINE	C[C@@H]1C/C(=C\CO)C(=O)O[C@@H]2CCN(C)C/C=C(/COC(=O)[C@]1(C)O)C2=O
CONCHITRIOL	CC1(C)CCC[C@@]2(C)[C@@H]3C[C@@H](O)[C@@]4(CO)C=C[C@@]3(C4)[C@@H](O)C[C@H]12
LEDOXANTRONE	CCN(CC)CCn1nc2c3ccc(O)cc3sc3c(NCCN)ccc1c32
EUXANTHONE	O=c1c2cc(O)ccc2oc2ccc(O)cc12
NAKIJIQUINONES H	CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=C(O)C(=O)C=C(NCCCCNC(=N)N)C1=O
CYCLONONANECARBALDEHYDE	O=CC1CCCCCCCC1
BENZOIC ACID DIBUTYLCARBAMOYLMETHYL ESTER	CCCCN(CCCC)C(=O)COC(=O)c1ccccc1
STEGONATE A	COC(=O)[C@H]1Cc2ccc(OC)c(OC)c2-c2cc3c(cc2C[C@H]1OC)OCO3
14'-HYDROXYMITOXIN B	CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C/CC[C@]5(C(=O)CO)OCC/C(=C\C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1)[C@H]5O
LEHUALIDE C	COc1oc(C/C=C(\C)CCCCCCCCCSC(C)=O)c(C)c(=O)c1OC
TOPSENTINE	O=C(c1nc(-c2cc3ccccc3[nH]2)c[nH]1)c1c[nH]c2cc(O)ccc12
EKEBERIN D5	CC(=O)OC[C@](C)(O)[C@H](O)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O
ISOPROPYL 3-(4-HYDROXYPHENYL)ACRYLATE	CC(C)OC(=O)/C=C/c1ccc(O)cc1
IPROXAMINE HYDROCHLORIDE	Cc1cc(OCCN(C)C)c(C(C)C)cc1OC(=O)OC(C)C.Cl
SICCAYNE	C=C(C)C#Cc1cc(O)ccc1O
TETRAHYDROGEDUNIN	CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](C4CCOC4)OC(=O)[C@H]4O[C@]43[C@]12C
CLIPROFEN	CC(C(=O)O)c1ccc(C(=O)c2cccs2)c(Cl)c1
PEROXYMONOPHOSPHATE	O=P(O)(O)OO
FOSOPAMINE	CNCCc1ccc(OP(=O)(O)O)c(O)c1
AUXARCONJUGATIN A	COc1cc(/C=C/C=C/C=C/C=C/c2[nH]ccc2Cl)oc(=O)c1C
AKAGERINE	C/C=C(/C=O)[C@@H]1C[C@H]2c3c(c4ccccc4n3[C@@H](O)C1)CCN2C
LAMIFIBAN	N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1
ATIPRIMOD DIMALEATE	CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
OBLONGOLIDE Q	C[C@H]1CC[C@H]2[C@H](C1)[C@@H]1O[C@@H]1[C@@H]1COC(=O)[C@]21C
TRICALYSIOSIDE U	C/C(=C\CO)CC[C@H]1[C@@](C)(O)CC[C@H]2C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]21C
PHYLLANTHOSTATIN A	COc1cc2cc(COC(C)=O)c(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc4c(c3)OCO4)c2cc1OC
PROTHRACARCIN	C/C=C1\C[C@H]2C=Nc3ccccc3C(=O)N2C1
BIFEPRAMIDE	CCN(CC)CCNC(=O)C(C)c1ccc(-c2ccccc2)cc1
NOMILIN-7-OXIME ACETATE	CC(=O)O/N=C1\C[C@H]2C(C)(C)OC(=O)C[C@H](OC(C)=O)[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C
ARTILIDE	CCCCN(CCCC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1
COTARNINE	COc1c2c(cc3c1OCO3)CC[N+](C)=C2
TETRAHYDROALTERSOLANOL B	COc1cc(O)c2c(c1)[C@H](O)[C@H]1C[C@](C)(O)[C@H](O)C[C@@H]1C2=O
MENISPERINE	COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
LANDOMYCINONE	Cc1cc(O)c2c(c1)C[C@@H](O)C1=C2C(=O)c2c(O)ccc(O)c2C1=O
(CYANOBORANYLIDENE)TRIMETHYLAMINE	C[N+](C)(C)[BH2-]C#N
DRACOTANOSIDE A	C[C@@H]1O[C@@H](Oc2ccc([C@H]3CCCN(C(=O)/C=C\c4ccccc4)CCCNC(=O)CCN3)cc2)[C@H](O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
ACEDIASULFONE SODIUM	Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)[O-])cc2)cc1.[Na+]
SALAZODINE	COc1ccc(NS(=O)(=O)c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)nn1
ILEKUDINOSIDE J	CC1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C[C@@H](O)C2=C3[C@](C)(O)[C@]4(C)CC[C@@]3(CC[C@]21C)C(=O)O4
PYRIBENZAMINE	c1ccc(CN(CCN2CC2)c2ccccn2)cc1
VERRUCOSIDIN	COc1c(C)c([C@]2(C)O[C@H]2/C(C)=C/C(C)=C/[C@]2(C)O[C@H](C)[C@@]3(C)O[C@@H]23)oc(=O)c1C
DYSOXYLIN A	C/C=C(/C)C(=O)O[C@@H]1[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(C)=O)[C@](C)([C@H]4C[C@H](OC(C)=O)[C@]5(C)C(=CC[C@H]5C5COC(=O)C5)[C@]14C)[C@@H]23
TEREPHTHALAMIDE	NC(=O)c1ccc(C(N)=O)cc1
TRICUTIN A	COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)[C@@]6(O)Oc7c(cc8c(c7C)[C@H]7Oc9c(cc%10c(c9C)CCC9[C@@]%10(C)CC[C@@]%10(C)[C@@H]%11C[C@](C)(C(=O)OC)CC[C@]%11(C)CC[C@]9%10C)O[C@H]7C7[C@@]8(C)CC[C@@]8(C)[C@@H]9C[C@](C)(C(=O)OC)CC[C@]9(C)CC[C@]78C)O[C@@]56C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1
INCASPITOLIDE A	C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C(C)C)C(=O)[C@H](C)CCC[C@](C)(O)[C@@H]2OC(=O)C(C)C
ISOJASPIC ACID	CC(C)=CCC[C@@]1(C)CCC[C@]2(C)[C@H](Cc3cc(C(=O)O)ccc3O)C(C)=CC[C@H]21
PHAEOFURANS A	O[C@@H]1c2cocc2[C@@H](O)[C@H]2O[C@@H]12
THEASAPONIN E2	C/C=C\C(=O)O[C@H]1[C@H](O)[C@@]2(COC(C)=O)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@@](C)(C=O)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O
SANGUINOLIGNAN A	O=C1OC[C@H]([C@H](O)c2ccc3c(c2)OCO3)[C@H]1C(=O)c1ccc2c(c1)OCO2
MASSETOLIDE A	CCCCCCC[C@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H]1C(=O)N[C@H]([C@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC)C(=O)O[C@@H]1C
DESACETYLBUFOTALIN	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)[C@@H](O)C[C@]12O
BROUSSONIN B	COc1cc(O)ccc1CCCc1ccc(O)cc1
ISOCYCLAMIN	CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@]23OC[C@@]4(CC[C@](C)(C=O)C[C@H]42)[C@H](O)C[C@]31C
MIRABILIN	CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(CO)[C@H](O)C[C@]21C
PROSAPOGENIN 12	C=C[C@](C)(CC/C=C(\C)C(=O)O[C@H]1C[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](C)[C@H](O)[C@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O
SODIUM CAPRYLATE	CCCCCCCC(=O)[O-].[Na+]
KADSULIGNAN N	COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)[C@@H]1O[C@H]2[C@H](C)[C@@H]1C
BIONECTIN C	CS[C@H]1C(=O)N2[C@H]3Nc4ccccc4[C@@]3(c3c[nH]c4ccccc34)[C@H](O)[C@]2(SC)C(=O)N1C
ONCOSTEMONOL B	CC(=O)Oc1cc(O)cc(CCCCCCC/C=C\CCCCCCCc2cc(O)cc(O)c2)c1
LYCOCTONINE	CCN1C[C@]2(CO)CC[C@H](OC)[C@]34[C@H]1[C@@](O)([C@@H](OC)[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2OC
GLYCYRRHIZOL B	COc1cc(O)cc2c1-c1oc3c4c(ccc3c1CO2)OC(C)(C)C=C4
ISOMALLOTOCHROMANOL	COc1c(C)c(O)c(C(C)=O)c(O)c1Cc1c(O)c(C(C)=O)c(O)c2c1OC(C)(C)C(O)C2
EPINORGALANTAMINE	COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31[C@H](O)CN(C)C2
PLAKINAMINE F	CC(C)=C1CCN=C1C[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C(=O)[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C
AZAPETINE PHOSPHATE	C=CCN1Cc2ccccc2-c2ccccc2C1.O=P(O)(O)O
FR-79620	Cc1[nH]c(-c2ccccc2)nc1-c1cccnc1
